index,prediction
50171,"4.9 inch, 4 inch"
50172,"31mm, 45mm"
50173,"350mm, 210mm, 440mm, 380mm, 220mm"
50174,30cm
50175,"5.11 in, 13.00 cm"
50176,"5.11 in, 13.00 cm"
50177,"2.5cm, 0.98in, 5.2cm, 2in, 7.87in, 22cm, 8.66in"
50178,11cm
50179,11cm
50180,"2.7 in, 7 cm, 4.3 in, 11 cm"
50181,"2.7 in, 7 cm, 4.3 in, 11 cm"
50182,
50183,
50184,
50185,
50186,"8.26inch, 4.33inch"
50187,"8.26inch, 4.33inch"
50188,"8.26inch, 4.33inch"
50189,
50190,
50191,
50192,122 cm
50193,"2mm, 20.5cm, 21cm, 36cm"
50194,"22cm, 26cm"
50195,"0.79 in, 2.00 cm, 0.59 in, 1.50 cm"
50196,"0.79 in, 2.00 cm, 0.59 in, 1.50 cm"
50197,"2.5 in, 6.5 cm"
50198,"4in, 4in"
50199,"4 cm, 1.6 in"
50200,"4 cm, 1.6 in"
50201,
50202,
50203,"8.4 in, 1.5 in"
50204,"6.6cm, 6.6cm"
50205,"6.6cm, 6.6cm"
50206,
50207,
50208,
50209,95mm
50210,95mm
50211,
50212,
50213,
50214,
50215,
50216,
50217,"80 cm, 36 cm, 40 cm"
50218,"110cm, 43.3inch, 11cm, 4.33inch, 25.5cm, 10.04inch"
50219,"110cm, 43.3inch, 11cm, 4.33inch, 25.5cm, 10.04inch"
50220,"6mm, 8mm"
50221,7cm
50222,7cm
50223,"9.4inch, 24cm"
50224,
50225,
50226,
50227,10g
50228,"5ft, 7ft"
50229,
50230,
50231,"7 inch, 6 inch, 17.8cm, 3cm"
50232,"47 in, 35 in, 40 in"
50233,
50234,"2.36in, 6cm, 2.75in, 7cm"
50235,"2.36in, 6cm, 2.75in, 7cm"
50236,
50237,
50238,
50239,"5.9 in, 2.5 in"
50240,"5.9 in, 2.5 in"
50241,43cm
50242,43cm
50243,80 cm
50244,80 cm
50245,80 cm
50246,"13cm, 5.11in"
50247,"13cm, 5.11in"
50248,"13cm, 5.11in"
50249,13.7cm
50250,13.7cm
50251,"39.4in, 0.4in, 7cm, 2.8in"
50252,"3.93in, 7.5cm, 2.95in"
50253,"120v, 1200w"
50254,10 lbs
50255,21cm
50256,21cm
50257,
50258,7oz
50259,15.5cm
50260,15.5cm
50261,15.5cm
50262,
50263,19.8 kg
50264,30 cm
50265,30 cm
50266,30 cm
50267,6cm
50268,"0.075mm, 7cm, 2.76inch"
50269,"13cm, 10cm"
50270,"13cm, 10cm"
50271,"1.4in, 9in"
50272,"1.4in, 9in"
50273,"18cm, 7inch, 14cm, 5.5inch, 8inch"
50274,"38cm, 28cm"
50275,"38cm, 28cm"
50276,31cm
50277,
50278,
50279,
50280,
50281,"23cm, 9.05in"
50282,"23cm, 9.05in"
50283,7cm
50284,7cm
50285,7cm
50286,
50287,
50288,
50289,"24.5cm, 7.5cm"
50290,
50291,
50292,"500lb, 1 g"
50293,"9m, 19cm, 8.5cm"
50294,"9m, 19cm, 8.5cm"
50295,"20cm, 7.87in"
50296,"20cm, 7.87in"
50297,"20cm, 7.87in"
50298,"22cm, 58cm, 24cm"
50299,"0.59in, 30cm"
50300,"7cm, 5cm"
50301,"2.48 inch, 1.3inch, 0.45 inch"
50302,"19cm, 7.48inch"
50303,"19cm, 7.48inch"
50304,"19cm, 7.48inch"
50305,"5 cm, 5 cm, 32 cm"
50306,
50307,
50308,"5cm, 43cm"
50309,"0.47 inch, 0.79 inch"
50310,"0.47 inch, 0.79 inch"
50311,
50312,"6.5cm, 2.56in, 0.79in, 2.95in"
50313,"30cm, 19cm, 84cm"
50314,
50315,"14.5 cm, 5.7 inch"
50316,"14.5 cm, 5.7 inch"
50317,"158 inch, 17.8 inch, 14.2 inch, 3.9 inch, 5.9 inch, 5.9 inch"
50318,"4.72in, 4.72in, 12cm, 12cm"
50319,"4.72in, 4.72in, 12cm, 12cm"
50320,368mm
50321,"3.93 in, 10 cm, 13.5 cm"
50322,"3.93 in, 10 cm, 13.5 cm"
50323,"3.93 in, 10 cm, 13.5 cm"
50324,69cm
50325,69cm
50326,69cm
50327,"2.36in, 87in"
50328,
50329,"6 inch, 3.6 inch, 2.3 inch"
50330,25cm
50331,14.5cm
50332,14.5cm
50333,14.5cm
50334,"10.02 in, 25.5 cm, 2.4 in, 6.1cm"
50335,"10.02 in, 25.5 cm, 2.4 in, 6.1cm"
50336,"80in, 60in"
50337,"28cm, 48cm, 48cm"
50338,
50339,
50340,"29.6cm, 41cm, 20.5cm"
50341,
50342,"8 inch, 10 inch"
50343,"8 inch, 10 inch"
50344,
50345,
50346,"280mm, 110.2in"
50347,3g
50348,240cm
50349,
50350,
50351,
50352,"30w, 30w"
50353,"52.36 inch, 52.36 inch"
50354,"6cm, 2.36inch, 7.2cm, 2.83inch"
50355,
50356,
50357,"5 cm, 5cm"
50358,"9.8 in, 25 cm, 15.7 in, 40 cm"
50359,"9.8 in, 25 cm, 15.7 in, 40 cm"
50360,300grams
50361,200 cm
50362,
50363,"24v, 36v, 48v, 60v"
50364,8.7cm
50365,8.7cm
50366,40 cm
50367,40 cm
50368,1w
50369,1w
50370,"350 mm, 200 mm, 200 mm"
50371,"350 mm, 200 mm, 200 mm"
50372,8.2 inch
50373,"150 cm, 9 cm"
50374,"150 cm, 9 cm"
50375,"23.6 in, 29.5 in"
50376,
50377,
50378,
50379,"28 cm, 30.5 cm"
50380,"28 cm, 30.5 cm"
50381,13cm
50382,13cm
50383,13cm
50384,"3 inch, 4.9 inch, 4.5 inch, 2.6 inch, 5.9ft"
50385,
50386,"27.5cm, 10.8in, 23.5cm, 17.5cm, 13.5cm, 5.3in"
50387,"58cm, 125cm"
50388,"13.7 in, 35.0 cm, 5.5 in, 14.0 cm"
50389,"13.7 in, 35.0 cm, 5.5 in, 14.0 cm"
50390,38cm
50391,"74mm, 6.8mm"
50392,16.0 ounce
50393,
50394,
50395,
50396,
50397,"12.00cm, 4.72in"
50398,"12.00cm, 4.72in"
50399,
50400,
50401,
50402,
50403,
50404,"78 cm, 6 cm"
50405,"78 cm, 6 cm"
50406,"3 inch, 2.75 inch, 5 inch"
50407,"7cm, 22cm, 8.66 inch, 12.76inch, 12cm, 14.72 inch, 35cm, 13.78 inch"
50408,"210 cm, 114cm"
50409,"210 cm, 114cm"
50410,142 cm
50411,"180cm, 70.86in"
50412,"180cm, 70.86in"
50413,"66lb, 0.001lb"
50414,
50415,"20.5cm, 8.1in, 13cm, 5.1in, 13cm, 5.1in"
50416,"68cm, 52cm, 55cm"
50417,"3cm, 13cm"
50418,"3cm, 13cm"
50419,4cm
50420,4cm
50421,
50422,
50423,
50424,31cm
50425,"440 lbs, 440lbs"
50426,9 cm
50427,9 cm
50428,"1.8m, 1.8m"
50429,"1.8m, 1.8m"
50430,"1.8m, 1.8m"
50431,"2.7 cm, 12 cm, 2 cm"
50432,"2.7 cm, 12 cm, 2 cm"
50433,17cm
50434,17cm
50435,
50436,"30cm, 30cm"
50437,1 g
50438,
50439,
50440,"228 cm, 61 cm, 184 cm, 162 cm, 27 cm, 5 cm"
50441,"228 cm, 61 cm, 184 cm, 162 cm, 27 cm, 5 cm"
50442,10.5cm
50443,10.5cm
50444,"80cm, 60cm, 40cm, 60cm, 60cm, 40cm, 60cm"
50445,"19cm, 7.48in, 18cm"
50446,"19cm, 7.48in, 18cm"
50447,"5 inch, 2.0 inch, 1.2 inch"
50448,"5.5 in, 14.0 cm, 3.9 in, 10.0 cm"
50449,"5.5 in, 14.0 cm, 3.9 in, 10.0 cm"
50450,3.2cm
50451,3.2cm
50452,3.2cm
50453,"10.6cm, 6.7cm, 3cm"
50454,"59.3cm, 84.5 cm, 61 cm"
50455,3.85v
50456,35.43in
50457,35.43in
50458,35.43in
50459,
50460,
50461,"4in, 11in"
50462,
50463,
50464,
50465,"9mm, 55mm, 410mm"
50466,"60cm, 23.62in"
50467,"60cm, 23.62in"
50468,"60cm, 23.62in"
50469,"12.7cm, 40.6cm"
50470,
50471,
50472,
50473,
50474,"102 cm, 54 cm, 44 cm"
50475,90 cm
50476,"25cm, 8in, 20cm, 9in"
50477,"25cm, 8in, 20cm, 9in"
50478,6 cm
50479,6 cm
50480,7 cm
50481,"24cm, 37cm, 16cm"
50482,"24cm, 37cm, 16cm"
50483,227 g
50484,"30 cm, 12 inch, 18 inch, 12 inch"
50485,"30 cm, 12 inch, 18 inch, 12 inch"
50486,
50487,"8in, 177mm, 96in"
50488,"8in, 177mm, 96in"
50489,"100 cm, 29.5 cm, 23 cm"
50490,
50491,
50492,
50493,"66 mm, 2.6 inch, 41.3 mm, 1.63 inch"
50494,
50495,
50496,"5.51in, 7.87in"
50497,"5.51in, 7.87in"
50498,
50499,"8kg, 17.6lbs, 200kg, 24.2lbs, 200kg, 26.4lbs, 440lbs, 35.2lbs, 440lbs, 18kg, 200kg, 44lbs, 200kg, 440lbs, 48.5lbs, 27kg, 440lbs, 12kg, 16kg, 20kg, 25kg"
50500,"9.8 in, 25 cm"
50501,0 cm
50502,0 cm
50503,
50504,"42 cm, 15 cm"
50505,"42 cm, 15 cm"
50506,"7cm, 76inch, 97inch, 97inch"
50507,"6cm, 2.36in"
50508,"6cm, 2.36in"
50509,"6cm, 2.36in"
50510,"4.7 inch, 12cm, 8.7 inch, 22cm, 8.5 inch, 21.5cm"
50511,"4.7 inch, 12cm, 8.7 inch, 22cm, 8.5 inch, 21.5cm"
50512,
50513,"12inch, 30cm"
50514,"12inch, 30cm"
50515,"12inch, 30cm"
50516,
50517,
50518,"8.5cm, 6.5cm, 14cm"
50519,
50520,
50521,
50522,"40cm, 80cm, 29cm"
50523,16g
50524,
50525,
50526,"7.8in, 7.8in"
50527,"7.8in, 7.8in"
50528,"5 cm, 5 cm"
50529,"5 cm, 5 cm"
50530,
50531,
50532,
50533,178cm
50534,178cm
50535,"22.5 cm, 17 cm, 17.5 cm"
50536,9in
50537,9in
50538,
50539,30cm
50540,30cm
50541,30cm
50542,"37in, 120cm, 24in"
50543,"4.5in, 3.9in, 4cm, 5in"
50544,
50545,"130mm, 24mm"
50546,"130mm, 24mm"
50547,
50548,6cm
50549,6cm
50550,
50551,
50552,"48cm, 60cm, 69cm, 30cm, 22cm"
50553,
50554,"2 cm, 14 cm, 13 cm, 14 cm, 13 cm"
50555,"2 cm, 14 cm, 13 cm, 14 cm, 13 cm"
50556,"2.2 inch, 1.3 inch, 7inch, 1.2inch"
50557,"20inch, 31cm"
50558,"20inch, 31cm"
50559,18000 pound
50560,35 lb
50561,74 cm
50562,"26 cm, 26 cm, 57 cm, 26 cm, 26 cm"
50563,"19.3cm, 23.9cm, 3cm"
50564,
50565,
50566,5.9in
50567,5.9in
50568,"11.22in, 3.54in"
50569,"11.22in, 3.54in"
50570,
50571,1.3cm
50572,"40mm, 1.574 inch, 2.755 inch"
50573,"40mm, 1.574 inch, 2.755 inch"
50574,"100 cm, 140 cm"
50575,"100 cm, 140 cm"
50576,"8cm, 9cm, 32cm"
50577,15.74in
50578,"31mm, 1.2in, 125mm, 5 in"
50579,"31mm, 1.2in, 125mm, 5 in"
50580,
50581,"20 mm, 20 mm"
50582,"20 mm, 20 mm"
50583,"20 mm, 20 mm"
50584,"34cm, 49cm"
50585,"34cm, 49cm"
50586,"180mm, 7.08in, 2in"
50587,"180mm, 7.08in, 2in"
50588,"48cm, 5cm, 45cm"
50589,
50590,
50591,
50592,
50593,
50594,"420mm, 125mm"
50595,"420mm, 125mm"
50596,
50597,
50598,
50599,
50600,"816g, 12.8 lb"
50601,20cm
50602,20cm
50603,"6 ft, 55 cm, 38 cm, 22cm"
50604,"83cm, 49cm"
50605,"83cm, 49cm"
50606,
50607,
50608,"40cm, 11cm, 28cm, 22cm, 22cm, 17cm"
50609,34 cm
50610,34 cm
50611,
50612,
50613,
50614,
50615,"5mm, 450m"
50616,"5mm, 450m"
50617,"5mm, 450m"
50618,
50619,
50620,
50621,34 cm
50622,"6cm, 36in, 9cm, 7.83in, 6.9cm, 2.71in"
50623,"89mm, 3mm, 34mm, 4mm"
50624,29.5cm
50625,29.5cm
50626,29.5cm
50627,"106 mm, 70 mm, 118 mm"
50628,"106 mm, 70 mm, 118 mm"
50629,60.7cm
50630,
50631,"2.36inch, 3.66inch"
50632,"5v, 5v, 5v"
50633,"31cm, 31cm, 30 cm"
50634,6cm
50635,"34 in, 34 mm, 12 mm, 8.90 in, 226 mm, 5.20 in, 132 mm"
50636,14.8 cm
50637,14.8 cm
50638,14.8 cm
50639,"5.5cm, 2.17inch, 3.5cm, 1.38inch, 2.5cm, 0.98inch"
50640,
50641,
50642,
50643,"150cm, 450cm, 13.5cm, 12cm"
50644,
50645,"5 in, 38 mm, 5 in, 140 mm"
50646,"5 in, 38 mm, 5 in, 140 mm"
50647,23cm
50648,"43mm, 32mm, 55mm"
50649,"9cm, 3.54in"
50650,"9cm, 3.54in"
50651,5 cm
50652,5 cm
50653,"23in, 19in, 21in"
50654,"4.13 inch, 10.5 cm, 3.35 inch, 8.5 cm, 2.36 inch, 6 cm, 4.13 inch, 10.5 cm, 3.35 inch, 8.5 cm, 2.36 inch, 6 cm"
50655,"4.13 inch, 10.5 cm, 3.35 inch, 8.5 cm, 2.36 inch, 6 cm, 4.13 inch, 10.5 cm, 3.35 inch, 8.5 cm, 2.36 inch, 6 cm"
50656,"4.13 inch, 10.5 cm, 3.35 inch, 8.5 cm, 2.36 inch, 6 cm, 4.13 inch, 10.5 cm, 3.35 inch, 8.5 cm, 2.36 inch, 6 cm"
50657,
50658,
50659,
50660,
50661,"5 in, 5 in"
50662,"5 in, 5 in"
50663,"32cm, 12.6in, 2cm, 0.8in"
50664,"32cm, 12.6in, 2cm, 0.8in"
50665,
50666,
50667,"1120mm, 190mm"
50668,"177cm, 142cm"
50669,
50670,"70cm, 29in, 70cm, 29in"
50671,185cm
50672,"28cm, 8.5cm"
50673,"455 mm, 455 mm, 155 mm, 155 mm, 155 mm"
50674,"455 mm, 455 mm, 155 mm, 155 mm, 155 mm"
50675,"455 mm, 455 mm, 155 mm, 155 mm, 155 mm"
50676,
50677,
50678,"6.5cm, 1.5cm, 8.5cm, 10.5cm"
50679,
50680,"21v, 21v, 95w"
50681,"5.1 inch, 5.1 inch, 5.1 inch"
50682,
50683,"1.18 inch, 710.39 inch, 30mm, 10mm, 24mm"
50684,"1.18 inch, 710.39 inch, 30mm, 10mm, 24mm"
50685,5cm
50686,5cm
50687,7cm
50688,"3.5 cm, 1.4 in, 17 cm, 7 in, 5.5 in"
50689,200lbs
50690,"20mm, 26mm, 2296mm, 125mm, 125mm, 38mm, 58mm, 230mm"
50691,"25cm, 10cm, 17cm, 15cm, 30.5cm"
50692,8w
50693,
50694,8w
50695,
50696,"4cm, 46cm"
50697,"7in, 29cm, 13in, 12cm"
50698,
50699,"5 cm, 77 cm, 80 cm, 46 cm"
50700,"30cm, 35cm, 90cm"
50701,50 cm
50702,50 cm
50703,50 cm
50704,"3.54in, 12.51in, 31.8cm"
50705,"3.54in, 12.51in, 31.8cm"
50706,
50707,
50708,
50709,"12cm, 4.7 in, 8.4 in"
50710,"12cm, 4.7 in, 8.4 in"
50711,"6cm, 2.36in"
50712,"6cm, 2.36in"
50713,"66mm, 2.6in, 61mm, 2.4in, 80cm, 9in, 8in, 9in, 30mm, 1.2in"
50714,"1 cm, 5.5 inch"
50715,"1 cm, 5.5 inch"
50716,"1 cm, 5.5 inch"
50717,"7cm, 2.75in, 5.5cm, 2.16in"
50718,"4 cm, 3 cm, 30cm, 30cm, 108 cm, 7 cm, 8 cm, 33 cm, 33 cm, 35 cm"
50719,
50720,
50721,"37in, 28.5in, 37in"
50722,
50723,"6 mm, 10 mm, 27 mm, 80 cm"
50724,"6 mm, 10 mm, 27 mm, 80 cm"
50725,
50726,
50727,
50728,60 cm
50729,"11.8in, 30cm"
50730,"56mm, 02mm"
50731,
50732,
50733,
50734,"2cm, 0.8in, 34cm, 13.4in, 6.6ft"
50735,35cm
50736,35cm
50737,"24.5cm, 9.6in, 5.9cm, 2.3in, 8cm, 3.1in"
50738,"24.5cm, 9.6in, 5.9cm, 2.3in, 8cm, 3.1in"
50739,"50cm, 37inch, 1.77in, 4.5cm"
50740,170mm
50741,170mm
50742,7.5 ft
50743,7.5 ft
50744,7.5 ft
50745,"6.1in, 15.5cm, 5cm, 1.9in"
50746,"6.1in, 15.5cm, 5cm, 1.9in"
50747,"6.1in, 15.5cm, 5cm, 1.9in"
50748,"5cm, 5cm, 63cm"
50749,48 cm
50750,
50751,
50752,9 cm
50753,9 cm
50754,9 cm
50755,"7121cm, 48in, 39.11cm"
50756,
50757,"39.4in, 14.9in, 17.7in"
50758,"39.4in, 14.9in, 17.7in"
50759,"10.8 in, 27.5 cm, 16.7 in, 42.5 cm"
50760,"10.8 in, 27.5 cm, 16.7 in, 42.5 cm"
50761,120cm
50762,120cm
50763,
50764,
50765,
50766,
50767,"60mm, 57mm, 72mm"
50768,
50769,
50770,
50771,"3in, 2.1cm, 0.8in, 7cm, 2.7in, 8.2cm, 3.2in"
50772,
50773,
50774,"62.5cm, 94.5cm, 5cm, 43cm, 72cm"
50775,
50776,"9 inch, 140 inch"
50777,"90 cm, 1.6 cm, 75 cm, 17 cm"
50778,"90 cm, 1.6 cm, 75 cm, 17 cm"
50779,
50780,
50781,120mm
50782,120mm
50783,
50784,23.5 cm
50785,"50cm, 4cm, 50cm"
50786,"10in, 56in"
50787,"5 cm, 8 cm"
50788,"5 cm, 8 cm"
50789,"5 cm, 8 cm"
50790,
50791,
50792,6.69in
50793,6.69in
50794,6.69in
50795,"9.2cm, 3.62inch, 6.3cm, 2.48cm, 2cm, 79inch"
50796,"75 cm, 75 cm, 30 cm"
50797,
50798,
50799,
50800,
50801,
50802,
50803,"4.15 inch, 4.15 inch"
50804,"600 mm, 400 mm"
50805,"300 cm, 244 cm, 85 cm, 140 cm"
50806,
50807,
50808,
50809,
50810,
50811,"270cm, 235cm"
50812,"270cm, 235cm"
50813,
50814,
50815,"11.5cm, 18cm, 25cm"
50816,"6cm, 4.5cm"
50817,"6cm, 4.5cm"
50818,"32mm, 6mm, 23mm"
50819,"32mm, 6mm, 23mm"
50820,"7in, 12cm, 6.9in, 2in, 3cm"
50821,
50822,"9.5cm, 3.7inch, 2.9inch"
50823,4.5in
50824,4.5in
50825,"31.5cm, 12.4in, 32cm, 12.6in"
50826,"31.5cm, 12.4in, 32cm, 12.6in"
50827,"12cm, 32cm"
50828,"12cm, 32cm"
50829,3m
50830,3m
50831,"60cm, 30cm"
50832,1934cm
50833,1934cm
50834,"20.5cm, 32.51cm"
50835,130 cm
50836,11.5mm
50837,11.5mm
50838,"6.25 in, 3.07 in"
50839,"6.25 in, 3.07 in"
50840,
50841,
50842,"2.2cm, 86in"
50843,"2.2cm, 86in"
50844,"2.2cm, 86in"
50845,"90 cm, 35.43 inch, 5 cm, 11.22 inch, 5 cm, 19.09 inch"
50846,"16 cm, 11 inch, 4.33 inch"
50847,"35cm, 38cm, 90cm, 65cm, 38cm, 38cm"
50848,
50849,
50850,
50851,"14 cm, 5.5 in, 25 cm, 9.8 in, 5 cm, 2.5 in"
50852,"14 cm, 5.5 in, 25 cm, 9.8 in, 5 cm, 2.5 in"
50853,
50854,
50855,"5.5in, 3.75in"
50856,
50857,
50858,
50859,
50860,
50861,
50862,
50863,300 lbs
50864,"16.00 cm, 6.29 in"
50865,"16.00 cm, 6.29 in"
50866,"18 inch, 13.50 inch"
50867,"18 inch, 13.50 inch"
50868,"18 inch, 13.50 inch"
50869,"800lbs, 363kg"
50870,53mm
50871,"2.8 in, 7 cm"
50872,"2.8 in, 7 cm"
50873,
50874,
50875,
50876,
50877,"28cm, 20cm"
50878,"6.30in, 1.42in"
50879,"6.30in, 1.42in"
50880,
50881,
50882,
50883,"15cm, 15cm"
50884,"3.3 in, 3.5 in, 9.0 cm"
50885,
50886,
50887,
50888,"9cm, 24cm, 34cm"
50889,
50890,75cm
50891,75cm
50892,75cm
50893,
50894,"18v, 9v, 9v, 12v, 9v, 18v"
50895,
50896,
50897,
50898,"6.29in, 17.71in, 45.00cm"
50899,"6.29in, 17.71in, 45.00cm"
50900,"6.89in, 11.02in, 28cm, 6.89in, 7.68in"
50901,"6.89in, 11.02in, 28cm, 6.89in, 7.68in"
50902,495kg
50903,495kg
50904,2.6 inch
50905,2.6 inch
50906,14cm
50907,14cm
50908,70inch
50909,70inch
50910,"95 cm, 1 in"
50911,"2.17in, 1.49in, 3.8cm"
50912,"0 m, 270 mm, 0140 mm"
50913,"0 m, 270 mm, 0140 mm"
50914,"0 m, 270 mm, 0140 mm"
50915,
50916,"35mm, 38mm"
50917,"35mm, 38mm"
50918,"4inch, 4inch"
50919,"4inch, 4inch"
50920,
50921,"8cm, 8.2cm, 5cm"
50922,"110cm, 43.3in"
50923,"110cm, 43.3in"
50924,"17cm, 6.69in, 1.96in"
50925,
50926,
50927,"35mm, 1.38in"
50928,"35mm, 1.38in"
50929,"35mm, 1.38in"
50930,
50931,"7.09 in, 18 cm, 7.87 in, 20 cm"
50932,"7.09 in, 18 cm, 7.87 in, 20 cm"
50933,"32cm, 40cm, 46cm, 73cm, 37cm, 43cm, 40cm, 38cm"
50934,8.2inch
50935,8.2inch
50936,170 cm
50937,"23cm, 128cm"
50938,"50 cm, 50 cm, 25 cm, 36 cm"
50939,100 mm
50940,
50941,
50942,"29.5cm, 11.59in"
50943,141g
50944,"125mm, 4.8in, 7.5in, 58mm, 2.3in"
50945,"40cm, 15.75in, 26cm, 10.24in"
50946,
50947,
50948,"330lb, 150kg"
50949,"4.00cm, 1.57in, 1.18in"
50950,"4.00cm, 1.57in, 1.18in"
50951,
50952,
50953,"28mm, 53mm, 70mm, 251mm, 54mm"
50954,480g
50955,"56mm, 2.2in, 0.2in"
50956,6inch
50957,6inch
50958,"15.5cm, 1cm"
50959,
50960,
50961,
50962,
50963,
50964,"90 mm, 128mm"
50965,
50966,"2cm, 29cm"
50967,"2cm, 29cm"
50968,
50969,
50970,"12 in, 1.4in, 11 in"
50971,
50972,
50973,"27.00cm, 10.61in"
50974,"27.00cm, 10.61in"
50975,"23.6 in, 60 cm"
50976,41 lb
50977,
50978,4.5 inch
50979,4.5 inch
50980,4.5 inch
50981,"29cm, 11.4in, 13cm, 5.1in"
50982,"29cm, 11.4in, 13cm, 5.1in"
50983,"50mm, 80mm, 3.15in"
50984,"50mm, 80mm, 3.15in"
50985,
50986,
50987,
50988,
50989,
50990,"2.75 in, 7 cm"
50991,"2.75 in, 7 cm"
50992,
50993,
50994,
50995,1 cm
50996,
50997,
50998,"4.72 in, 12 cm"
50999,"4.72 in, 12 cm"
51000,"4.5 inch, 7 inch, 5.5 inch, 4.5 inch, 5.5 inch, 7 inch"
51001,"4.5 inch, 7 inch, 5.5 inch, 4.5 inch, 5.5 inch, 7 inch"
51002,30cm
51003,"3.93inch, 15.74inch"
51004,"3.93inch, 15.74inch"
51005,
51006,
51007,
51008,"95mm, 240mm, 320mm"
51009,
51010,
51011,
51012,"6.5 cm, 8.5 cm"
51013,"26cm, 113cm"
51014,"26cm, 113cm"
51015,30cm
51016,30cm
